RecordID,SnapshotDate,ProductName,ProductClass,ManufacturingSite,BatchNumber,ExpiryDate,StorageCondition,WarehouseCountry,QuantityOnHand,ReorderLevel,StockoutFlag
INV001086,2020-07-20,Ultrimax Ultriset,Antiseptics,Krakow Facility,B2007-7825,2022-09-14,REFRIGERATED,Poland,328,158,No
INV001087,2018-07-13,Aciprex,Antipiretics, poznan site  ,B1807-1050,2019-04-21,Refrigerated,Poland,4660,358,No
INV001088,2019-10-21,Theopril,Antipiretics, krakow facility  ,B1910-1554,2021-04-24,room temperature,Poland,3836,92,No
INV001089,2017-06-07,Cricane Acamsumab,Antiseptics,Warsaw Plant,B1706-4939,2018-12-16,CONTROLLED SUBSTANCE,Poland,7940,109,No
INV001090,2019-12-05,Finanel,Antimalarial,Krakow Facility,B1912-2571,2022-03-28,room temperature,Poland,5440,320,FALSE
INV001091,2020-04-12,Topifribrate,Analgesics,Munich Plant,B2004-8210,2022-01-16,Frozen,Germany,412,100,No
INV001092,2019-12-22,Rebedase Aplencor,Mood Stabilizers,Munich Plant,B1912-4256,2020-12-26,Frozen,Germany,9292,102,FALSE
INV001093,2019-09-20, Testant  ,Mood Stabilizers,warsaw plant,B1909-6763,2022-02-01,controlled substance,Poland,7015,386,No
INV001094,2017-04-11, Malavirine Alimdine  ,Mood Stabilizers,Munich Plant,B1704-9050,2018-06-02,room temperature,Germany,5734,156,No
INV001095,2020-11-14,Ketamara Evogel,Antipiretics,Poznan Site,B2011-9937,2022-02-15,Refrigerated,Poland,7492,345,No
INV001096,2017-11-21,Spiroderall,Mood Stabilizers,Munich Plant,B1711-1019,2020-01-22,FROZEN,Germany,2480,315,No
INV001097,2017-03-03,Aclonuma,Antimalarial,warsaw plant,B1703-9372,2018-12-29,Frozen,Poland,3039,157,No
INV001098,2017-02-16,Effigine Propraprex,Antimalarial, FRANKFURT PLANT  ,B1702-0384,2019-10-29,room temperature,Germany,9493,192,No
INV001099,2020-01-29,Lovepion,Antiseptics, Krakow Facility  ,B2001-6340,2021-01-19,room temperature,Poland,1976,341,FALSE
INV001100,2020-03-04,Topifribrate,Analgesics,Munich Plant,B2003-1441,2021-09-26,controlled substance,Germany,2962,203,FALSE
INV001101,2017-11-10,Ultrimax Ultriset,Antiseptics,Krakow Facility,B1711-1312,2018-09-16,Frozen,Poland,5942,360,0
INV001102,2020-07-19,Adriafinil Ehtymara,Antiseptics,frankfurt plant,B2007-0829,2020-09-25,controlled substance,Germany,4353,137,No
INV001103,2019-09-22,Interfedox Pilobamol,Antiseptics, FRANKFURT PLANT  ,B1909-2572,2021-10-24, Refrigerated  ,Germany,5049,395,No
INV001104,2020-08-24,Aquamycin Lacoran,Analgesics, Warsaw Plant  ,B2008-2777,2023-05-27,FROZEN,Poland,N/A,246,No
INV001105,2019-06-21,Hepavice,Mood Stabilizers,Warsaw Plant,B1906-5535,2021-09-01, ROOM TEMPERATURE  ,Poland,9104,63,FALSE
INV001106,2017-11-23,Duraprazole Agalsixolol,Antiseptics,FRANKFURT PLANT,B1711-8152,2018-05-05, controlled substance  ,Germany,5806,122,No
INV001107,2019-12-12, Syntheruvax Proracin  ,Antimalarial,Warsaw Plant,B1912-4030,2020-02-25,ROOM TEMPERATURE,Poland,6750,262,FALSE
INV001108,2020-03-11,Flutacerol,Analgesics,Frankfurt Plant,B2003-4224,2021-08-22,frozen,Germany,2967,315,No
INV001109,2019-03-23,Apromin,Antiseptics,Poznan Site,B1903-1575,2021-07-12,frozen,Poland,1033,180,FALSE
INV001110,2017-06-04, Abilovir Aprotasol  ,Antipiretics,poznan site,B1706-5752,2019-07-12,room temperature,Poland,5899,223,0
INV001111,2017-08-19,Ceretosine,Antiseptics,poznan site,B1708-2549,2019-04-30, FROZEN  ,Poland,3981,255,FALSE
INV001112,2020-05-03,Lovapur,Mood Stabilizers, Krakow Facility  ,B2005-3711,2020-11-11,Frozen,Poland,4784,,FALSE
INV001113,2017-10-22,Factofribrate,Mood Stabilizers,Frankfurt Plant,B1710-2351,2019-05-26,frozen,Germany,2293,282,No
INV001114,2017-07-03,Tesnorphine Silotamine,Antibiotics, munich plant  ,B1707-9093,2018-02-18, controlled substance  ,Germany,5322,143,FALSE
INV001115,2018-12-06,Ranediol,Antibiotics,Warsaw Plant,B1812-8659,2020-05-08,controlled substance,Poland,6216,175,FALSE
INV001116,2019-08-23, Requimadin  ,Antimalarial, krakow facility  ,B1908-7750,2021-04-06,Frozen,Poland,9077,221,No
INV001117,2017-10-05,Victomax,Analgesics,frankfurt plant,B1710-1226,2018-01-17,controlled substance,Germany,426,172,No
INV001118,2019-10-04, Zonixamine Immulinum  ,Analgesics, MUNICH PLANT  ,B1910-3011,2020-10-17,controlled substance,Germany,5503,139,No
INV001119,2019-08-01,Exexone,Mood Stabilizers, MUNICH PLANT  ,B1908-1932,2022-03-19,FROZEN,Germany,5042,361,FALSE
INV001120,2018-09-15,Halciramine,Antimalarial,Frankfurt Plant,B1809-4181,2019-01-05,CONTROLLED SUBSTANCE,Germany,8767,375,No
INV001121,2019-03-06,Benzoprox,Antiseptics,krakow facility,B1903-6274,2021-02-04,room temperature,Poland,6010,319,No
INV001122,2020-07-17,Adideine,Mood Stabilizers, Krakow Facility  ,B2007-6381,2021-05-20,REFRIGERATED,Poland,3079,178,FALSE
INV001123,2020-11-11,Acycpex,Mood Stabilizers,Warsaw Plant,B2011-3532,2022-02-17,CONTROLLED SUBSTANCE,Poland,4185,225,No
INV001124,2018-05-14, Cephovelam  ,Mood Stabilizers, munich plant  ,B1805-5821,2020-04-09,REFRIGERATED,Germany,5462,,No
INV001125,2017-05-19, Proderal  ,Antiseptics,Munich Plant,B1705-3762,2020-04-02, Frozen  ,Germany,7984,102,No
INV001126,2018-01-29,Claricriptine Adaferol,Antibiotics,frankfurt plant,B1801-4335,2018-10-24, ROOM TEMPERATURE  ,Germany,1450,330,FALSE
INV001127,2017-12-08,Lioletine Refliruvax,Analgesics,MUNICH PLANT,B1712-0230,2019-10-08,CONTROLLED SUBSTANCE,Germany,5208,252,No
INV001128,2018-01-01,Allomenda,Antipiretics,POZNAN SITE,B1801-5813,2018-11-28,CONTROLLED SUBSTANCE,Poland,291,277,FALSE
INV001129,2017-10-10,Zithrotrol,Antiseptics, KRAKOW FACILITY  ,B1710-6487,2018-11-11,room temperature,Poland,2789,69,TRUE
INV001130,2018-04-24,Cordamectin Actolamin,Antipiretics,WARSAW PLANT,B1804-4111,2019-10-23,controlled substance,Poland,2500,391,No
INV001131,2019-02-07,Dantocept Ferurenone,Antiseptics,warsaw plant,B1902-2824,2019-06-30,Frozen,Poland,3338,359,No
INV001132,2019-07-13,Aprerase,Antipiretics, FRANKFURT PLANT  ,B1907-8596,2020-11-16,FROZEN,Germany,8858,275,No
INV001133,2018-06-23,Temasone Thiobucil,Antimalarial,frankfurt plant,B1806-1953,2019-07-02, CONTROLLED SUBSTANCE  ,Germany,8210,364,No
INV001134,2020-07-24, Sanctumine  ,Antimalarial,Warsaw Plant,B2007-3573,2021-08-23, Frozen  ,Poland,606,212,No
INV001135,2017-11-26,Adriafinil Ehtymara,Antiseptics,FRANKFURT PLANT,B1711-8534,2018-05-21,controlled substance,Germany,1838,161,No
INV001136,2020-12-09,Flutacerol,Analgesics,Frankfurt Plant,B2012-1709,2021-04-30,CONTROLLED SUBSTANCE,Germany,6468,345,FALSE
INV001137,2017-09-08,Ketamara Evogel,Antipiretics,poznan site,B1709-9687,2019-03-17,Refrigerated,Poland,9898,177,No
INV001138,2019-06-27,Spiroderall,Mood Stabilizers,MUNICH PLANT,B1906-3886,2021-01-19,ROOM TEMPERATURE,Germany,8731,387,No
INV001139,2017-07-11,Aggrakine,Antiseptics,poznan site,B1707-8954,2019-11-09,controlled substance,Poland,2815,218,No
INV001140,2020-08-07, Halcifergen Nevazone  ,Antimalarial, WARSAW PLANT  ,B2008-4840,2021-07-05,Refrigerated,Poland,4784,258,No
INV001141,2019-03-08,Fentatrol Rapatelase,Antibiotics, FRANKFURT PLANT  ,B1903-0073,2021-11-25, frozen  ,Germany,5125,,Yes
INV001142,2017-10-30, Interfedox Pilobamol  ,Antiseptics,frankfurt plant,B1710-4143,2019-03-29,controlled substance,Germany,2980,296,No
INV001143,2020-09-24,Ceftatana Serolamide,Antipiretics,munich plant,B2009-2075,2022-07-08,refrigerated,Germany,715,119,No
INV001144,2018-03-06,Alisteride Pemidizem,Antiseptics,POZNAN SITE,B1803-0195,2018-09-03,controlled substance,Poland,2808,106,FALSE
INV001145,2018-12-19,Lacoplex Hyaluvance,Mood Stabilizers, Munich Plant  ,B1812-1842,2019-05-18,REFRIGERATED,Germany,8710,319,No
INV001146,2018-11-27,Ampysin,Analgesics,krakow facility,B1811-6131,2019-11-07, controlled substance  ,Poland,2590,329,No
INV001147,2020-03-23,Zithrotrol,Antiseptics,Krakow Facility,B2003-8429,2023-01-02, Frozen  ,Poland,8049,328,No
INV001148,2017-04-21,Ganineva Agenium,Antiseptics,FRANKFURT PLANT,B1704-1411,2018-04-03,Refrigerated,Germany,3307,301,No
INV001149,2019-12-11,Invisteride Diclomycin,Mood Stabilizers,FRANKFURT PLANT,B1912-0769,2022-09-10,REFRIGERATED,Germany,7787,372,No
INV001150,2020-10-23,Formolovir Amanferon,Analgesics, Munich Plant  ,B2010-2360,2022-08-07,FROZEN,Germany,4911,385,No
INV001151,2017-06-29,Atomorelin,Analgesics,warsaw plant,B1706-1064,2018-03-31,room temperature,Poland,8986,176,0
INV001152,2018-06-10,Sevoderm,Antipiretics, Munich Plant  ,B1806-5288,2018-08-12, room temperature  ,Germany,8326,180,No
INV001153,2019-11-18, Adriafinil Ehtymara  ,Antiseptics,Frankfurt Plant,B1911-6807,2020-02-27,room temperature,Germany,2392,239,FALSE
INV001154,2020-03-19,Stelazolid,Antimalarial,Poznan Site,B2003-9110,2020-12-20,room temperature,Poland,2012,173,No
INV001155,2020-01-24,Pazofenac,Mood Stabilizers,KRAKOW FACILITY,B2001-7176,2020-05-27,controlled substance,Poland,3378,166,No
INV001156,2019-02-19,Enzastryl,Antiseptics,KRAKOW FACILITY,B1902-6014,2020-10-29,Frozen,Poland,6649,315,No
INV001157,2017-03-10, Dexacilin Triline  ,Analgesics,MUNICH PLANT,B1703-2475,2017-10-19,frozen,Germany,8065,192,FALSE
INV001158,2017-09-28,Primatate Univatol,Mood Stabilizers,frankfurt plant,B1709-7194,2019-11-29,room temperature,Germany,5645,87,No
INV001159,2020-10-09, Zyvance  ,Analgesics,frankfurt plant,B2010-7349,2023-10-07,FROZEN,Germany,2887,326,No
INV001160,2019-09-25,Darlofen,Antipiretics,Poznan Site,B1909-6984,2020-08-11,frozen,Poland,9914,108,FALSE
INV001161,2019-08-08, Lansostral Acgestin  ,Antiseptics, Munich Plant  ,B1908-4627,2020-10-10,Refrigerated,Germany,2856,107,No
INV001162,2019-10-16,Ibrulinum,Antipiretics,Poznan Site,B1910-9169,2020-11-19,CONTROLLED SUBSTANCE,Poland,3400,360,No
INV001163,2018-10-12,Brimorix Amonine,Antibiotics,MUNICH PLANT,B1810-5154,2019-12-25, FROZEN  ,Germany,7715,228,FALSE
INV001164,2018-07-21,Alpradipine,Analgesics,Munich Plant,B1807-1621,2021-05-09,refrigerated,Germany,4488,147,No
INV001165,2017-11-29,Travosoline Capolac,Antipiretics, poznan site  ,B1711-5684,2020-12-02,frozen,Poland,6133,332,FALSE
INV001166,2020-11-09,Afretosine,Mood Stabilizers, munich plant  ,B2011-0134,2021-05-03,CONTROLLED SUBSTANCE,Germany,6857,102,FALSE
INV001167,2017-12-12,Aspinavir Silovance,Antibiotics, poznan site  ,B1712-9081,2020-04-17, CONTROLLED SUBSTANCE  ,Poland,3056,,No
INV001168,2019-02-10, Dantolac Pazocor  ,Analgesics,Warsaw Plant,B1902-2745,2021-08-08, refrigerated  ,Poland,4439,308,FALSE
INV001169,2019-02-28,Zyvance,Analgesics,Frankfurt Plant,B1902-6919,2020-02-17,REFRIGERATED,Germany,7409,389,No
INV001170,2018-07-12,Insozyme,Antiseptics,POZNAN SITE,B1807-1897,2021-02-20, controlled substance  ,Poland,5949,76,FALSE
INV001171,2018-02-04,Quixitriptan Alanesin,Antiseptics,poznan site,B1802-4353,2019-07-06,controlled substance,Poland,8483,140,FALSE
INV001172,2018-07-29,Saprodeine Zanprosyn,Antibiotics, poznan site  ,B1807-1280,2020-12-16,controlled substance,Poland,5633,69,No
INV001173,2017-01-23,Symbiroban,Antibiotics, Poznan Site  ,B1701-2424,2019-12-23,Frozen,Poland,8298,216,No
INV001174,2017-03-05,Abtasol,Antiseptics, munich plant  ,B1703-3193,2018-11-03,REFRIGERATED,Germany,3127,192,No
INV001175,2020-01-27,Adtiza Gammaluble,Antibiotics,Warsaw Plant,B2001-2325,2021-12-06,room temperature,Poland,7677,163,TRUE
INV001176,2017-12-19,Topitaine,Mood Stabilizers, Frankfurt Plant  ,B1712-3086,2020-03-01,Frozen,Germany,8246,190,FALSE
INV001177,2018-07-14,Veratorol Ciclovatol,Mood Stabilizers,poznan site,B1807-9965,2020-08-08,room temperature,Poland,287,242,0
INV001178,2018-04-03,Duraprazole Agalsixolol,Antiseptics,Frankfurt Plant,B1804-1207,2021-01-05,CONTROLLED SUBSTANCE,Germany,2350,371,No
INV001179,2017-03-12,Cricane Acamsumab,Antiseptics,Warsaw Plant,B1703-0593,2019-12-09, controlled substance  ,Poland,4625,90,FALSE
INV001180,2017-03-25,Dasagestin,Analgesics,POZNAN SITE,B1703-3770,2018-01-07,room temperature,Poland,2839,267,No
INV001181,2018-12-06,Veratorol Ciclovatol,Mood Stabilizers,POZNAN SITE,B1812-3352,2020-01-13,frozen,Poland,2291,65,No
INV001182,2019-03-18, Aggretisol  ,Antimalarial,Krakow Facility,B1903-0239,2021-03-27,controlled substance,Poland,6443,162,No
INV001183,2019-10-25, Zyvance  ,Analgesics,frankfurt plant,B1910-9256,2020-04-20, Refrigerated  ,Germany,3183,338,No
INV001184,2020-11-20,Topifribrate,Analgesics,Munich Plant,B2011-9711,2022-10-02, frozen  ,Germany,6810,234,No
INV001185,2020-01-30, Vibratosine Alemtrace  ,Antibiotics,krakow facility,B2001-0864,2021-02-06,room temperature,Poland,4338,217,No
INV001186,2017-10-21, Travoloride  ,Antiseptics, Munich Plant  ,B1710-4860,2020-08-28, CONTROLLED SUBSTANCE  ,Germany,7842,133,No
INV001187,2020-02-06,Aspinavir Silovance,Antibiotics,POZNAN SITE,B2002-5385,2022-02-20,REFRIGERATED,Poland,4938,351,0
INV001188,2017-02-01,Testant,Mood Stabilizers,Warsaw Plant,B1702-0788,2019-02-14, ROOM TEMPERATURE  ,Poland,6601,370,No
INV001189,2020-04-25,Novakyn Tracprox,Antiseptics,Poznan Site,B2004-5223,2022-04-12,frozen,Poland,2702,307,FALSE
INV001190,2017-12-08, Interfedox Pilobamol  ,Antiseptics,Frankfurt Plant,B1712-9786,2020-09-11,room temperature,Germany,1823,142,No
INV001191,2017-10-13,Formolovir Amanferon,Analgesics,Munich Plant,B1710-0748,2019-10-06,CONTROLLED SUBSTANCE,Germany,5765,131,FALSE
INV001192,2019-08-20,Halciramine,Antimalarial,frankfurt plant,B1908-0809,2020-03-22, ROOM TEMPERATURE  ,Germany,3851,229,No
INV001193,2019-10-02,Robapril,Antipiretics,Warsaw Plant,B1910-7863,2020-03-17, room temperature  ,Poland,3875,76,No
INV001194,2020-11-24,Abobozolid,Antimalarial, poznan site  ,B2011-7342,2023-02-02, controlled substance  ,Poland,7312,347,0
INV001195,2018-03-22, Metapatch  ,Antipiretics,Krakow Facility,B1803-5988,2018-07-11,REFRIGERATED,Poland,6254,242,No
INV001196,2018-02-12, Zarostral  ,Antipiretics, Warsaw Plant  ,B1802-8382,2018-09-24, controlled substance  ,Poland,7060,179,No
INV001197,2018-03-25, Panpion  ,Antiseptics,Poznan Site,B1803-4134,2018-08-04,CONTROLLED SUBSTANCE,Poland,1283,267,No
INV001198,2019-06-05,Alimmethate Insudase,Analgesics,Krakow Facility,B1906-4622,2020-07-11, room temperature  ,Poland,234,319,0
INV001199,2019-01-18,Ketamara Evogel,Antipiretics, poznan site  ,B1901-3568,2021-02-07,room temperature,Poland,4600,226,No
INV001200,2018-11-30,Benzoprox,Antiseptics,krakow facility,B1811-2075,2019-04-26,Frozen,Poland,8164,284,No
INV001201,2020-03-30, Halcifergen Nevazone  ,Antimalarial, Warsaw Plant  ,B2003-5420,2022-10-07,room temperature,Poland,6395,196,No
INV001202,2019-06-02,Liomulin,Mood Stabilizers,Munich Plant,B1906-7288,2020-01-06,REFRIGERATED,Germany,2183,118,FALSE
INV001203,2017-02-10,Neuropogen Empibax,Analgesics, frankfurt plant  ,B1702-7995,2017-08-22, frozen  ,Germany,7842,124,No
INV001204,2018-01-24,Pazofenac,Mood Stabilizers,KRAKOW FACILITY,B1801-6373,2019-11-12,controlled substance,Poland,9479,236,No
INV001205,2017-06-16,Effidomide Evofribrate,Antiseptics,Warsaw Plant,B1706-9822,2018-02-20,refrigerated,Poland,9656,135,No
INV001206,2019-09-19,Kiovax Tercorolac,Analgesics,Munich Plant,B1909-3493,2022-02-28,refrigerated,Germany,5421,275,No
INV001207,2019-04-22, Penitrana  ,Analgesics, Frankfurt Plant  ,B1904-5508,2019-09-18, REFRIGERATED  ,Germany,1108,383,FALSE
INV001208,2018-02-26,Finanel,Antimalarial, KRAKOW FACILITY  ,B1802-6705,2018-09-26,controlled substance,Poland,3610,77,No
INV001209,2020-04-22,Alemtuvatol Megalinum,Analgesics,KRAKOW FACILITY,B2004-0504,2021-10-16,room temperature,Poland,1706,375,FALSE
INV001210,2019-06-13,Angioparin Brimosumab,Mood Stabilizers,Munich Plant,B1906-4893,2021-03-06,controlled substance,Germany,2328,158,No
INV001211,2019-04-24,Kinovatol,Analgesics, Munich Plant  ,B1904-6723,2021-10-16, Frozen  ,Germany,4300,242,FALSE
INV001212,2019-03-11, Angioparin Brimosumab  ,Mood Stabilizers,munich plant,B1903-3245,2021-04-23,controlled substance,Germany,4425,128,FALSE
INV001213,2017-03-14,Enzastryl,Antiseptics, krakow facility  ,B1703-4702,2018-03-02,ROOM TEMPERATURE,Poland,7914,123,No
INV001214,2020-11-15,Adrecetam Barazoxane,Antimalarial, Poznan Site  ,B2011-8192,2023-10-07, REFRIGERATED  ,Poland,274,299,FALSE
INV001215,2017-11-19,Temasone Thiobucil,Antimalarial,Frankfurt Plant,B1711-4154,2019-10-12,controlled substance,Germany,N/A,307,No
INV001216,2017-12-11,Asparathasone Unipan,Antibiotics,poznan site,B1712-7870,2020-06-02, FROZEN  ,Poland,4412,121,No
INV001217,2019-12-10,Megenorphine,Antimalarial,frankfurt plant,B1912-4785,2020-03-14,refrigerated,Germany,3722,92,No
INV001218,2020-11-11,Interfestar,Antibiotics,munich plant,B2011-3363,2023-04-09,controlled substance,Germany,7299,87,No
INV001219,2017-01-16, Stelazolid  ,Antimalarial, POZNAN SITE  ,B1701-7809,2017-10-07, room temperature  ,Poland,9065,387,No
INV001220,2017-03-25,Aclonuma,Antimalarial,Warsaw Plant,B1703-5650,2017-12-18, Frozen  ,Poland,5548,233,No
INV001221,2020-09-29,Lovepion,Antiseptics,Krakow Facility,B2009-9634,2022-12-01,room temperature,Poland,3942,86,No
INV001222,2020-12-01,Dexmeprazole Transnuvia,Mood Stabilizers, Frankfurt Plant  ,B2012-5955,2022-12-29, room temperature  ,Germany,5111,302,FALSE
INV001223,2019-01-22,Argalazine Abostryl,Antipiretics,Poznan Site,B1901-2162,2019-07-07,room temperature,Poland,7602,265,No
INV001224,2017-04-04,Sumanazole,Analgesics,Munich Plant,B1704-3918,2020-01-01,FROZEN,Germany,3668,340,No
INV001225,2017-07-26,Ampinonide,Antimalarial,Poznan Site,B1707-5296,2019-05-13,controlled substance,Poland,8808,188,FALSE
INV001226,2018-11-21,Dorzovorin Pentadarone,Antimalarial, Poznan Site  ,B1811-2151,2020-10-21,Frozen,Poland,7223,166,FALSE
INV001227,2017-12-09,Abranatal Lysoprosate,Antiseptics,munich plant,B1712-1165,2019-02-02,CONTROLLED SUBSTANCE,Germany,913,387,No
INV001228,2018-02-10,Adriafinil Ehtymara,Antiseptics,Frankfurt Plant,B1802-8058,2018-05-08,controlled substance,Germany,4471,92,No
INV001229,2019-12-03,Lovepion,Antiseptics, KRAKOW FACILITY  ,B1912-3499,2022-07-18,Refrigerated,Poland,8729,167,FALSE
INV001230,2018-05-01,Epzipitant,Analgesics,Poznan Site,B1805-4816,2018-12-05, Frozen  ,Poland,6469,236,No
INV001231,2018-02-02, Amlominphen Dexanovate  ,Analgesics,Warsaw Plant,B1802-1410,2018-07-29,CONTROLLED SUBSTANCE,Poland,799,239,FALSE
INV001232,2019-11-28,Docstryl Rivacin,Antiseptics,frankfurt plant,B1911-2113,2021-12-30,controlled substance,Germany,N/A,380,No
INV001233,2019-04-13,Diprolimus,Antiseptics,poznan site,B1904-3797,2020-12-11,CONTROLLED SUBSTANCE,Poland,1656,136,FALSE
INV001234,2018-03-21, Presetron  ,Mood Stabilizers,FRANKFURT PLANT,B1803-3691,2019-04-17,room temperature,Germany,928,112,FALSE
INV001235,2020-07-28,Requimadin,Antimalarial,Krakow Facility,B2007-0522,2021-08-18,Frozen,Poland,3588,205,No
INV001236,2017-10-26,Lactubucil,Antipiretics,POZNAN SITE,B1710-5494,2020-08-27,ROOM TEMPERATURE,Poland,2002,,No
INV001237,2019-03-12,Argalazine Abostryl,Antipiretics,poznan site,B1903-0507,2021-10-13,room temperature,Poland,8991,86,No
INV001238,2020-02-13,Feruprazole,Mood Stabilizers, Poznan Site  ,B2002-4767,2020-10-15, ROOM TEMPERATURE  ,Poland,4486,195,No
INV001239,2020-11-28,Alemtuvatol Megalinum,Analgesics,krakow facility,B2011-8543,2022-10-13,room temperature,Poland,5242,247,No
INV001240,2017-07-05, Lovephilus  ,Analgesics,Poznan Site,B1707-4314,2018-11-23,room temperature,Poland,9425,287,FALSE
INV001241,2018-01-04, Dexacilin Triline  ,Analgesics,Munich Plant,B1801-3883,2020-11-02,controlled substance,Germany,5894,305,FALSE
INV001242,2020-03-25,Symdocet,Antipiretics, poznan site  ,B2003-5914,2023-01-24,controlled substance,Poland,8015,371,FALSE
INV001243,2020-02-10,Araxetine,Antibiotics,FRANKFURT PLANT,B2002-1216,2021-06-19,refrigerated,Germany,3014,,No
INV001244,2019-09-05,Panpion,Antiseptics, poznan site  ,B1909-0973,2021-04-07,Refrigerated,Poland,350,317,No
INV001245,2017-06-05,Kinovatol,Analgesics,MUNICH PLANT,B1706-7081,2020-05-10, controlled substance  ,Germany,9361,311,No
INV001246,2017-09-08,Insozyme,Antiseptics,Poznan Site,B1709-1633,2020-02-27,Refrigerated,Poland,3415,322,1
INV001247,2018-11-25,Victomax,Analgesics, frankfurt plant  ,B1811-0061,2019-09-04,Refrigerated,Germany,6483,366,No
INV001248,2019-10-13, Asparathasone Unipan  ,Antibiotics,POZNAN SITE,B1910-5817,2020-12-28,Frozen,Poland,8940,71,1
INV001249,2017-01-18,Kinerinex,Antiseptics,Poznan Site,B1701-2965,2019-02-26,refrigerated,Poland,4190,291,No
INV001250,2019-07-06,Biotasol Siloderm,Antiseptics, Frankfurt Plant  ,B1907-0825,2021-11-08,frozen,Germany,5797,98,FALSE
INV001251,2020-02-06,Afretosine,Mood Stabilizers, munich plant  ,B2002-2590,2020-07-24,REFRIGERATED,Germany,7110,212,No
INV001252,2019-01-15,Zarostral,Antipiretics,WARSAW PLANT,B1901-4244,2020-05-23,frozen,Poland,8438,191,No
INV001253,2017-12-04, Travoloride  ,Antiseptics,Munich Plant,B1712-7928,2018-03-16,controlled substance,Germany,1812,283,FALSE
INV001254,2017-11-29,Proderal,Antiseptics,munich plant,B1711-8437,2018-09-15,Refrigerated,Germany,3763,119,FALSE
INV001255,2019-04-21,Amcibax Amcikeran,Analgesics,frankfurt plant,B1904-5774,2021-01-03,controlled substance,Germany,923,132,FALSE
INV001256,2020-12-18,Tetratanyl,Antimalarial,poznan site,B2012-5517,2022-03-01,FROZEN,Poland,6856,169,No
INV001257,2019-11-13,Albuterenone,Antimalarial,Krakow Facility,B1911-5838,2021-12-25,room temperature,Poland,650,65,No
INV001258,2020-10-09,Dasagestin,Analgesics,poznan site,B2010-3812,2022-03-28, Frozen  ,Poland,1466,326,No
INV001259,2018-10-18,Doxivorin,Antimalarial,poznan site,B1810-1282,2019-08-30,FROZEN,Poland,2851,382,No
